ENSG00000148288 GBGT1 gene_1
ENSG00000264295 MIR3922 gene_13363
ENSG00000116791 CRYZ gene_13364
ENSG00000262081 IL9RP4 gene_13365
ENSG00000166685 COG1 gene_13366
ENSG00000129636 ITFG1 gene_13367
ENSG00000198390 KRTAP13-1 gene_13368
ENSG00000238078 LINC01352 gene_13369
ENSG00000196772 OR14A16 gene_13370
ENSG00000128710 HOXD10 gene_13371
ENSG00000157110 RBPMS gene_13372
ENSG00000221411 MIR1227 gene_13373
ENSG00000258689 LINC01269 gene_13374
ENSG00000229168 RPL19P20 gene_13375
ENSG00000164197 RNF180 gene_13376
ENSG00000131876 SNRPA1 gene_13377
ENSG00000253935 IGLVIV-53 gene_13378
ENSG00000227143 LINC01153 gene_13379
ENSG00000229005 HNF4A-AS1 gene_13380
ENSG00000181585 TMIE gene_13381
ENSG00000187726 DNAJB13 gene_13382
ENSG00000229307 LINC00459 gene_13383
ENSG00000127445 PIN1 gene_13384
ENSG00000182533 CAV3 gene_13385
ENSG00000250056 LINC01018 gene_13386
ENSG00000267225 WDR7-OT1 gene_13387
ENSG00000222326 MIR1908 gene_13388
ENSG00000262870 CYCSP40 gene_13389
ENSG00000130021 PUDP gene_13390
ENSG00000162882 HAAO gene_13391
ENSG00000213055 EEF1B2P7 gene_13392
ENSG00000226590 UBE2V1P10 gene_13393
ENSG00000265164 MIR2681 gene_13394
ENSG00000238632 RNU7-126P gene_13395
ENSG00000183506 PI4KAP2 gene_13396
ENSG00000164978 NUDT2 gene_13397
ENSG00000088179 PTPN4 gene_13398
ENSG00000186564 FOXD2 gene_13399
ENSG00000272395 IFNL4 gene_13400
ENSG00000277147 LINC00869 gene_13401
ENSG00000228567 VN1R4 gene_13402
ENSG00000236959 SULT1D1P gene_13403
ENSG00000222112 RN7SKP16 gene_13404
ENSG00000123191 ATP7B gene_13405
ENSG00000176933 TOB2P1 gene_13406
ENSG00000232540 RPL36P19 gene_13407
ENSG00000141096 DPEP3 gene_13408
ENSG00000110851 PRDM4 gene_13409
ENSG00000201016 RNU6-374P gene_13410
ENSG00000230164 MAS1LP1 gene_13411
ENSG00000251815 SNORD116-26 gene_13412
ENSG00000206199 ANKUB1 gene_13413
ENSG00000213424 KRT222 gene_13414
ENSG00000181355 OFCC1 gene_13415
ENSG00000222685 RN7SKP119 gene_13416
ENSG00000235034 C19orf81 gene_13417
ENSG00000228594 C1orf233 gene_13418
ENSG00000188101 ALOX15P2 gene_13419
ENSG00000231689 LINC01090 gene_13420
ENSG00000130779 CLIP1 gene_13421
ENSG00000277388 MIR8053 gene_13422
ENSG00000208009 MIR130A gene_13423
ENSG00000278259 MYO19 gene_13424
ENSG00000160917 CPSF4 gene_13425
ENSG00000105974 CAV1 gene_13426
ENSG00000151090 THRB gene_13427
ENSG00000129925 TMEM8A gene_13428
ENSG00000240849 TMEM189 gene_13429
ENSG00000174748 RPL15 gene_13430
ENSG00000229463 LYST-AS1 gene_13431
ENSG00000178084 HTR3C gene_13432
ENSG00000230753 ZNF341-AS1 gene_13433
ENSG00000177519 RPRM gene_13434
ENSG00000103549 RNF40 gene_13435
ENSG00000110848 CD69 gene_13436
ENSG00000143702 CEP170 gene_13437
ENSG00000257987 LINC00935 gene_13438
ENSG00000188677 PARVB gene_13439
ENSG00000131966 ACTR10 gene_13440
ENSG00000196586 MYO6 gene_13441
ENSG00000242769 RN7SL432P gene_13442
ENSG00000229918 DOCK9-AS1 gene_13443
ENSG00000168216 LMBRD1 gene_13444
ENSG00000227398 KIF9-AS1 gene_13445
ENSG00000228422 LINC00687 gene_13446
ENSG00000198028 ZNF560 gene_13447
ENSG00000257915 GLULP5 gene_13448
ENSG00000254949 GNG5P3 gene_13449
ENSG00000232393 RPL5P6 gene_13450
ENSG00000101180 HRH3 gene_13451
ENSG00000171316 CHD7 gene_13452
ENSG00000241416 KRT8P13 gene_13453
ENSG00000234701 PRDX3P3 gene_13454
ENSG00000143398 PIP5K1A gene_13455
ENSG00000241369 LINC01192 gene_13456
ENSG00000122140 MRPS2 gene_13457
ENSG00000223096 RNU5E-9P gene_13458
ENSG00000138138 ATAD1 gene_13459
ENSG00000234741 GAS5 gene_13460
ENSG00000173698 ADGRG2 gene_13461
ENSG00000158578 ALAS2 gene_13462
ENSG00000232728 PHB2P1 gene_13463
ENSG00000242673 RN7SL167P gene_13464
ENSG00000198185 ZNF334 gene_13465
ENSG00000176142 TMEM39A gene_13466
ENSG00000235998 TAAR7P gene_13467
ENSG00000233750 CICP27 gene_13468
ENSG00000161682 FAM171A2 gene_13469
ENSG00000057704 TMCC3 gene_13470
ENSG00000226098 SEC11B gene_13471
ENSG00000183020 AP2A2 gene_13472
ENSG00000212027 MIR374B gene_13473
ENSG00000197594 ENPP1 gene_13474
ENSG00000244321 LINC01326 gene_13475
ENSG00000231427 LINC01445 gene_13476
ENSG00000265203 RBP3 gene_13477
ENSG00000234717 TMEM212-AS1 gene_13478
ENSG00000223007 RN7SKP73 gene_13479
ENSG00000100336 APOL4 gene_13480
ENSG00000200701 RNU6-674P gene_13481
ENSG00000250389 MTND6P2 gene_13482
ENSG00000224980 RPL23AP85 gene_13483
ENSG00000165025 SYK gene_13484
ENSG00000233301 OR4C14P gene_13485
ENSG00000154783 FGD5 gene_13486
ENSG00000139323 POC1B gene_13487
ENSG00000234732 RPEP5 gene_13488
ENSG00000124107 SLPI gene_13489
ENSG00000186075 ZPBP2 gene_13490
ENSG00000188153 COL4A5 gene_13491
ENSG00000253328 SUMO2P19 gene_13492
ENSG00000130844 ZNF331 gene_13493
ENSG00000116670 MAD2L2 gene_13494
ENSG00000201604 RNU6-740P gene_13495
ENSG00000156273 BACH1 gene_13496
ENSG00000225225 ARL2BPP10 gene_13497
ENSG00000091704 CPA1 gene_13498
ENSG00000265214 MIR4283-2 gene_13499
ENSG00000120068 HOXB8 gene_13500
ENSG00000167525 PROCA1 gene_13501
ENSG00000181935 OR4C16 gene_13502
ENSG00000118156 ZNF541 gene_13503
ENSG00000273703 HIST1H2BM gene_13504
ENSG00000228544 CCDC183-AS1 gene_13505
ENSG00000277052 MIR6763 gene_13506
ENSG00000243926 TIPARP-AS1 gene_13507
ENSG00000104808 DHDH gene_13508
ENSG00000235974 VN2R19P gene_13509
ENSG00000252603 RNU6ATAC22P gene_13510
ENSG00000069764 PLA2G10 gene_13511
ENSG00000253546 IGLVVI-22-1 gene_13512
ENSG00000144306 SCRN3 gene_13513
ENSG00000145715 RASA1 gene_13514
ENSG00000005022 SLC25A5 gene_13515
ENSG00000212447 SNORD90 gene_13516
ENSG00000100298 APOBEC3H gene_13517
ENSG00000113328 CCNG1 gene_13518
ENSG00000213214 ARHGEF35 gene_13519
ENSG00000265253 MIR4446 gene_13520
ENSG00000242837 RPL21P13 gene_13521
ENSG00000207198 RNU6-1195P gene_13522
ENSG00000089159 PXN gene_13523
ENSG00000152348 ATG10 gene_13524
ENSG00000132773 TOE1 gene_13525
ENSG00000212568 RNU6-1254P gene_13526
ENSG00000184925 LCN12 gene_13527
ENSG00000033030 ZCCHC8 gene_13528
ENSG00000122257 RBBP6 gene_13529
ENSG00000080573 COL5A3 gene_13530
ENSG00000140157 NIPA2 gene_13531
ENSG00000268117 VN1R84P gene_13532
ENSG00000122692 SMU1 gene_13533
ENSG00000169964 TMEM42 gene_13534
ENSG00000218728 KRT18P44 gene_13535
ENSG00000185013 NT5C1B gene_13536
ENSG00000241082 RN7SL259P gene_13537
ENSG00000157470 FAM81A gene_13538
ENSG00000185414 MRPL30 gene_13539
ENSG00000163608 C3orf17 gene_13540
ENSG00000263841 RN7SL44P gene_13541
ENSG00000267352 SH3GL1P3 gene_13542
ENSG00000281958 TRBJ1-4 gene_13543
ENSG00000253808 IGHVII-46-1 gene_13544
ENSG00000255554 OR7E1P gene_13545
ENSG00000277912 MIR8089 gene_13546
ENSG00000253302 STAU2-AS1 gene_13547
ENSG00000143217 PVRL4 gene_13548
ENSG00000179141 MTUS2-AS1 gene_13549
ENSG00000142937 RPS8 gene_13550
ENSG00000236176 LINC00353 gene_13551
ENSG00000265243 IGLJCOR18 gene_13552
ENSG00000121413 ZSCAN18 gene_13553
ENSG00000162511 LAPTM5 gene_13554
ENSG00000240578 TRBV22-1 gene_13555
ENSG00000236277 NIPA2P5 gene_13556
ENSG00000163513 TGFBR2 gene_13557
ENSG00000235175 RPL26P37 gene_13558
ENSG00000213215 OR2F1 gene_13559
ENSG00000199279 RNU6-661P gene_13560
ENSG00000124092 CTCFL gene_13561
ENSG00000158669 GPAT4 gene_13562
ENSG00000118785 SPP1 gene_13563
ENSG00000264482 MIR4705 gene_13564
ENSG00000161920 MED11 gene_13565
ENSG00000214405 RAP1BP2 gene_13566
ENSG00000239539 HMGN1P20 gene_13567
ENSG00000263829 FAM60BP gene_13568
ENSG00000269040 BNIP3P24 gene_13569
ENSG00000256134 EGLN3P1 gene_13570
ENSG00000237663 DNAJC19P7 gene_13571
ENSG00000188056 TREML4 gene_13572
ENSG00000208035 MIR143 gene_13573
ENSG00000136631 VPS45 gene_13574
ENSG00000010256 UQCRC1 gene_13575
ENSG00000227151 PRR20D gene_13576
ENSG00000129559 NEDD8 gene_13577
ENSG00000213051 RPL5P5 gene_13578
ENSG00000170925 TEX13B gene_13579
ENSG00000163697 APBB2 gene_13580
ENSG00000213988 ZNF90 gene_13581
ENSG00000125844 RRBP1 gene_13582
ENSG00000266370 MIR3657 gene_13583
ENSG00000169403 PTAFR gene_13584
ENSG00000258972 NDUFB8P1 gene_13585
ENSG00000241656 UBA52P7 gene_13586
ENSG00000215070 XRCC6P5 gene_13587
ENSG00000142405 NLRP12 gene_13588
ENSG00000199032 MIR425 gene_13589
ENSG00000212128 TAS2R13 gene_13590
ENSG00000201763 RNA5SP267 gene_13591
ENSG00000117114 ADGRL2 gene_13592
ENSG00000229249 LINC00446 gene_13593
ENSG00000177993 ZNRF3-AS1 gene_13594
ENSG00000213118 CHCHD2P4 gene_13595
ENSG00000101544 ADNP2 gene_13596
ENSG00000162676 GFI1 gene_13597
ENSG00000105707 HPN gene_13598
ENSG00000266154 MIR4658 gene_13599
ENSG00000136881 BAAT gene_13600
ENSG00000166796 LDHC gene_13601
ENSG00000248550 OTX2-AS1 gene_13602
ENSG00000249958 CCT7P2 gene_13603
ENSG00000115966 ATF2 gene_13604
ENSG00000252700 RNU7-110P gene_13605
ENSG00000048342 CC2D2A gene_13606
ENSG00000146085 MUT gene_13607
ENSG00000010626 LRRC23 gene_13608
ENSG00000142606 MMEL1 gene_13609
ENSG00000138867 GUCD1 gene_13610
ENSG00000276682 MIR7114 gene_13611
ENSG00000239797 RPL21P39 gene_13612
ENSG00000265817 FSBP gene_13613
ENSG00000156113 KCNMA1 gene_13614
ENSG00000229719 MIR194-2HG gene_13615
ENSG00000129159 KCNC1 gene_13616
ENSG00000278023 RDM1 gene_13617
ENSG00000010438 PRSS3 gene_13618
ENSG00000214360 EFCAB9 gene_13619
ENSG00000199920 RNU4-44P gene_13620
ENSG00000235467 RPL10AP5 gene_13621
ENSG00000266786 LGALS9DP gene_13622
ENSG00000099985 OSM gene_13623
ENSG00000227684 CROCCP4 gene_13624
ENSG00000120436 GPR31 gene_13625
ENSG00000240375 VPS26AP1 gene_13626
ENSG00000088808 PPP1R13B gene_13627
ENSG00000168995 SIGLEC7 gene_13628
ENSG00000187672 ERC2 gene_13629
ENSG00000249288 SLC25A15P5 gene_13630
ENSG00000232263 KRTAP25-1 gene_13631
ENSG00000167646 DNAAF3 gene_13632
ENSG00000263390 MIR3119-2 gene_13633
ENSG00000177186 OR2M7 gene_13634
ENSG00000188483 IER5L gene_13635
ENSG00000204116 CHIC1 gene_13636
ENSG00000147174 ACRC gene_13637
ENSG00000199361 RNU1-150P gene_13638
ENSG00000228930 MTCO1P3 gene_13639
ENSG00000118816 CCNI gene_13640
ENSG00000207649 MIR138-2 gene_13641
ENSG00000204293 OR8B2 gene_13642
ENSG00000241294 IGKV2-24 gene_13643
ENSG00000205634 LINC00898 gene_13644
ENSG00000133392 MYH11 gene_13645
ENSG00000185198 PRSS57 gene_13646
ENSG00000235613 NSRP1P1 gene_13647
ENSG00000120820 GLT8D2 gene_13648
ENSG00000223705 NSUN5P1 gene_13649
ENSG00000197185 SSXP1 gene_13650
ENSG00000265653 MIR548AK gene_13651
ENSG00000239542 RN7SL399P gene_13652
ENSG00000200434 RNA5-8SP2 gene_13653
ENSG00000261738 MIR3976HG gene_13654
ENSG00000266478 MIR5197 gene_13655
ENSG00000212247 RNU6-278P gene_13656
ENSG00000204019 CT83 gene_13657
ENSG00000151176 PLBD2 gene_13658
ENSG00000276741 MIR6869 gene_13659
ENSG00000100601 ALKBH1 gene_13660
ENSG00000244107 RN7SL250P gene_13661
ENSG00000237330 RNF223 gene_13662
ENSG00000276137 MIR6133 gene_13663
ENSG00000237302 OFD1P11Y gene_13664
ENSG00000276857 MIR6715B gene_13665
ENSG00000221442 MIR548F4 gene_13666
ENSG00000160691 SHC1 gene_13667
ENSG00000215474 SKOR2 gene_13668
ENSG00000215305 VPS16 gene_13669
ENSG00000254781 GVINP2 gene_13670
ENSG00000134531 EMP1 gene_13671
ENSG00000235438 ESRRAP2 gene_13672
ENSG00000146007 ZMAT2 gene_13673
ENSG00000100364 KIAA0930 gene_13674
ENSG00000138942 RNF185 gene_13675
ENSG00000239513 LINC01210 gene_13676
ENSG00000240270 RPL12P37 gene_13677
ENSG00000201317 RNU4-59P gene_13678
ENSG00000033800 PIAS1 gene_13679
ENSG00000198995 MIR340 gene_13680
ENSG00000211933 IGHV6-1 gene_13681
ENSG00000238829 RNU7-45P gene_13682
ENSG00000267091 CTBP2P7 gene_13683
ENSG00000277452 RN7SL473P gene_13684
ENSG00000271932 RNU6-85P gene_13685
ENSG00000205184 SLC10A5P1 gene_13686
ENSG00000265806 MIR4292 gene_13687
ENSG00000212725 KRTAP2-1 gene_13688
ENSG00000164975 SNAPC3 gene_13689
ENSG00000051825 MPHOSPH9 gene_13690
ENSG00000159082 SYNJ1 gene_13691
ENSG00000207701 MIR597 gene_13692
ENSG00000203791 METTL10 gene_13693
ENSG00000143067 ZNF697 gene_13694
ENSG00000236570 RAD23BP1 gene_13695
ENSG00000276769 MIR6752 gene_13696
ENSG00000252457 RNU7-65P gene_13697
ENSG00000229361 UBTFL7 gene_13698
ENSG00000140829 DHX38 gene_13699
ENSG00000171444 MCC gene_13700
ENSG00000170745 KCNS3 gene_13701
ENSG00000121749 TBC1D15 gene_13702
ENSG00000185031 SLC2A3P2 gene_13703
ENSG00000257773 ST13P3 gene_13704
ENSG00000197617 VN1R5 gene_13705
ENSG00000182950 ODF3L1 gene_13706
ENSG00000270930 GRAMD4P8 gene_13707
ENSG00000121570 DPPA4 gene_13708
ENSG00000111142 METAP2 gene_13709
ENSG00000170085 SIMC1 gene_13710
ENSG00000204572 KRTAP5-10 gene_13711
ENSG00000133067 LGR6 gene_13712
ENSG00000277063 MIR8084 gene_13713
ENSG00000065320 NTN1 gene_13714
ENSG00000173757 STAT5B gene_13715
ENSG00000186146 DEFB131 gene_13716
ENSG00000166912 MTMR10 gene_13717
ENSG00000214184 GCC2-AS1 gene_13718
ENSG00000233039 MTND5P30 gene_13719
ENSG00000264359 NEK4P2 gene_13720
ENSG00000106415 GLCCI1 gene_13721
ENSG00000048471 SNX29 gene_13722
ENSG00000137845 ADAM10 gene_13723
ENSG00000233072 RPS15AP6 gene_13724
ENSG00000178922 HYI gene_13725
ENSG00000251865 RNU6-518P gene_13726
ENSG00000253954 HMGN1P38 gene_13727
ENSG00000130309 COLGALT1 gene_13728
ENSG00000249014 HMGN2P4 gene_13729
ENSG00000224953 SRIP3 gene_13730
ENSG00000139988 RDH12 gene_13731
ENSG00000137364 TPMT gene_13732
ENSG00000177674 AGTRAP gene_13733
ENSG00000151572 ANO4 gene_13734
ENSG00000100029 PES1 gene_13735
ENSG00000149761 NUDT22 gene_13736
ENSG00000230247 HNRNPH3P1 gene_13737
ENSG00000182912 TSPEAR-AS2 gene_13738
ENSG00000198648 STK39 gene_13739
ENSG00000101493 ZNF516 gene_13740
ENSG00000197021 CXorf40B gene_13741
ENSG00000138722 MMRN1 gene_13742
ENSG00000151640 DPYSL4 gene_13743
ENSG00000164418 GRIK2 gene_13744
ENSG00000259764 PCSK6-AS1 gene_13745
ENSG00000226081 USP12PX gene_13746
ENSG00000226367 ST7-AS2 gene_13747
ENSG00000153303 FRMD1 gene_13748
ENSG00000196406 SPANXD gene_13749
ENSG00000224328 MDC1-AS1 gene_13750
ENSG00000102837 OLFM4 gene_13751
ENSG00000228203 RNF144A-AS1 gene_13752
ENSG00000216412 RPL12P2 gene_13753
ENSG00000234187 AIMP1P1 gene_13754
ENSG00000168930 TRIM49 gene_13755
ENSG00000223636 UBE2Q2P5Y gene_13756
ENSG00000127481 UBR4 gene_13757
ENSG00000243073 PRAMEF4 gene_13758
ENSG00000251666 ZNF346-IT1 gene_13759
ENSG00000257675 BTBD10P1 gene_13760
ENSG00000131016 AKAP12 gene_13761
ENSG00000180834 MAP6D1 gene_13762
ENSG00000270954 RPSAP75 gene_13763
ENSG00000244005 NFS1 gene_13764
ENSG00000243629 LINC00880 gene_13765
ENSG00000253913 IGLV3-26 gene_13766
ENSG00000166323 C11orf65 gene_13767
ENSG00000222174 RN7SKP146 gene_13768
ENSG00000176049 JAKMIP2 gene_13769
ENSG00000187536 TPM3P7 gene_13770
ENSG00000137752 CASP1 gene_13771
ENSG00000227882 PRKRIRP6 gene_13772
ENSG00000178358 OR2D3 gene_13773
ENSG00000173039 RELA gene_13774
ENSG00000129696 TTI2 gene_13775
ENSG00000196872 KIAA1211L gene_13776
ENSG00000158793 NIT1 gene_13777
ENSG00000106003 LFNG gene_13778
ENSG00000169894 MUC3A gene_13779
ENSG00000239590 OR1J4 gene_13780
ENSG00000187045 TMPRSS6 gene_13781
ENSG00000133874 RNF122 gene_13782
ENSG00000266044 MIR4469 gene_13783
ENSG00000143320 CRABP2 gene_13784
ENSG00000264036 RN7SL198P gene_13785
ENSG00000234722 LINC01287 gene_13786
ENSG00000263327 TAPT1-AS1 gene_13787
ENSG00000169914 OTUD3 gene_13788
ENSG00000168591 TMUB2 gene_13789
ENSG00000145103 ILDR1 gene_13790
ENSG00000171798 KNDC1 gene_13791
ENSG00000130193 THEM6 gene_13792
ENSG00000232069 RPS29P28 gene_13793
ENSG00000139641 ESYT1 gene_13794
ENSG00000253448 IGLV3-6 gene_13795
ENSG00000145736 GTF2H2 gene_13796
ENSG00000233670 PIRT gene_13797
ENSG00000138813 C4orf17 gene_13798
ENSG00000266063 MIR4771-2 gene_13799
ENSG00000276405 TRBV13 gene_13800
ENSG00000224482 HSFY4P gene_13801
ENSG00000242547 RN7SL169P gene_13802
ENSG00000269136 BRI3BPP1 gene_13803
ENSG00000182378 PLCXD1 gene_13804
ENSG00000166947 EPB42 gene_13805
ENSG00000220884 MESTP1 gene_13806
ENSG00000252848 RNA5SP230 gene_13807
ENSG00000113387 SUB1 gene_13808
ENSG00000166140 ZFYVE19 gene_13809
ENSG00000176946 THAP4 gene_13810
ENSG00000104885 DOT1L gene_13811
ENSG00000225293 ABCD1P4 gene_13812
ENSG00000012232 EXTL3 gene_13813
ENSG00000165572 KBTBD6 gene_13814
ENSG00000128815 WDFY4 gene_13815
ENSG00000132475 H3F3B gene_13816
ENSG00000199886 RNU6-249P gene_13817
ENSG00000120327 PCDHB14 gene_13818
ENSG00000108702 CCL1 gene_13819
ENSG00000165105 RASEF gene_13820
ENSG00000207019 RNU6-167P gene_13821
ENSG00000115365 LANCL1 gene_13822
ENSG00000277363 SRCIN1 gene_13823
ENSG00000275493 FAM27D1 gene_13824
ENSG00000222099 RN7SKP32 gene_13825
ENSG00000204475 NCR3 gene_13826
ENSG00000282137 OR4G3P gene_13827
ENSG00000092929 UNC13D gene_13828
ENSG00000116251 RPL22 gene_13829
ENSG00000229477 FAM90A16P gene_13830
ENSG00000269897 COMMD3-BMI1 gene_13831
ENSG00000078967 UBE2D4 gene_13832
ENSG00000087237 CETP gene_13833
ENSG00000146859 TMEM140 gene_13834
ENSG00000115850 LCT gene_13835
ENSG00000126583 PRKCG gene_13836
ENSG00000069696 DRD4 gene_13837
ENSG00000255171 LINC01499 gene_13838
ENSG00000199960 SNORD115-14 gene_13839
ENSG00000163395 IGFN1 gene_13840
ENSG00000260589 STAM-AS1 gene_13841
ENSG00000138769 CDKL2 gene_13842
ENSG00000233155 HMGA1P8 gene_13843
ENSG00000221888 OR1C1 gene_13844
ENSG00000100815 TRIP11 gene_13845
ENSG00000201761 RNU6-336P gene_13846
ENSG00000210195 MT-TT gene_13847
ENSG00000075223 SEMA3C gene_13848
ENSG00000104946 TBC1D17 gene_13849
ENSG00000111671 SPSB2 gene_13850
ENSG00000213648 SULT1A4 gene_13851
ENSG00000226038 PPIAP21 gene_13852
ENSG00000163884 KLF15 gene_13853
ENSG00000228598 MACC1-AS1 gene_13854
ENSG00000169583 CLIC3 gene_13855
ENSG00000237556 KCND3-AS1 gene_13856
ENSG00000143797 MBOAT2 gene_13857
ENSG00000138380 CARF gene_13858
ENSG00000175535 PNLIP gene_13859
ENSG00000212312 RNA5SP109 gene_13860
ENSG00000252482 RNU7-22P gene_13861
ENSG00000226600 CT47A9 gene_13862
ENSG00000188032 C19orf67 gene_13863
ENSG00000173276 ZBTB21 gene_13864
ENSG00000116754 SRSF11 gene_13865
ENSG00000174579 MSL2 gene_13866
ENSG00000231107 LINC01508 gene_13867
ENSG00000125633 CCDC93 gene_13868
ENSG00000268997 DNAJC19P3 gene_13869
ENSG00000105176 URI1 gene_13870
ENSG00000101421 CHMP4B gene_13871
ENSG00000242389 RBMY1E gene_13872
ENSG00000132603 NIP7 gene_13873
ENSG00000265776 MIR3670-3 gene_13874
ENSG00000163349 HIPK1 gene_13875
ENSG00000169105 CHST14 gene_13876
ENSG00000275264 MIR1204 gene_13877
ENSG00000013523 ANGEL1 gene_13878
ENSG00000199237 RNU6-834P gene_13879
ENSG00000265313 LINC01476 gene_13880
ENSG00000241680 RPL31P49 gene_13881
ENSG00000265735 RN7SL5P gene_13882
ENSG00000228050 TOP3BP1 gene_13883
ENSG00000041988 THAP3 gene_13884
ENSG00000188152 NUTM2G gene_13885
ENSG00000126698 DNAJC8 gene_13886
ENSG00000237943 PRKCQ-AS1 gene_13887
ENSG00000271093 IGLCOR22-2 gene_13888
ENSG00000164300 SERINC5 gene_13889
ENSG00000273802 HIST1H2BG gene_13890
ENSG00000117335 CD46 gene_13891
ENSG00000103241 FOXF1 gene_13892
ENSG00000207190 RNU6-809P gene_13893
ENSG00000243083 LINC00870 gene_13894
ENSG00000185634 SHC4 gene_13895
ENSG00000266329 MIR4281 gene_13896
ENSG00000119638 NEK9 gene_13897
ENSG00000100429 HDAC10 gene_13898
ENSG00000183576 SETD3 gene_13899
ENSG00000177733 HNRNPA0 gene_13900
ENSG00000269743 SLC25A53 gene_13901
ENSG00000234303 CLYBL-AS1 gene_13902
ENSG00000005020 SKAP2 gene_13903
ENSG00000171199 PROL1 gene_13904
ENSG00000217646 HIST1H2BPS2 gene_13905
ENSG00000239119 RNU7-119P gene_13906
ENSG00000119688 ABCD4 gene_13907
ENSG00000104679 R3HCC1 gene_13908
ENSG00000241787 MTND4P16 gene_13909
ENSG00000189366 ALG1L gene_13910
ENSG00000255123 MTND5P21 gene_13911
ENSG00000164690 SHH gene_13912
ENSG00000144028 SNRNP200 gene_13913
ENSG00000239306 RBM14 gene_13914
ENSG00000257335 MGAM gene_13915
ENSG00000065618 COL17A1 gene_13916
ENSG00000104321 TRPA1 gene_13917
ENSG00000207820 MIR545 gene_13918
ENSG00000239632 MTND4LP3 gene_13919
ENSG00000125740 FOSB gene_13920
ENSG00000277072 STAG3L2 gene_13921
ENSG00000160767 FAM189B gene_13922
ENSG00000198445 CCT8L2 gene_13923
ENSG00000236534 H3F3BP1 gene_13924
ENSG00000226665 SSR1P2 gene_13925
ENSG00000183722 LHFP gene_13926
ENSG00000134283 PPHLN1 gene_13927
ENSG00000205755 CRLF2 gene_13928
ENSG00000187026 KRTAP21-2 gene_13929
ENSG00000144524 COPS7B gene_13930
ENSG00000096968 JAK2 gene_13931
ENSG00000106853 PTGR1 gene_13932
ENSG00000070785 EIF2B3 gene_13933
ENSG00000211794 TRAV12-3 gene_13934
ENSG00000244692 RN7SL724P gene_13935
ENSG00000119973 PRLHR gene_13936
ENSG00000143105 KCNA10 gene_13937
ENSG00000004846 ABCB5 gene_13938
ENSG00000138802 SEC24B gene_13939
ENSG00000139675 HNRNPA1L2 gene_13940
ENSG00000224323 DPRXP1 gene_13941
ENSG00000178363 CALML3 gene_13942
ENSG00000236735 RPL31P63 gene_13943
ENSG00000142534 RPS11 gene_13944
ENSG00000196661 OR8B3 gene_13945
ENSG00000264814 MIR1273C gene_13946
ENSG00000278069 MIR6072 gene_13947
ENSG00000214617 SLC6A10P gene_13948
ENSG00000275524 SNORD115-26 gene_13949
ENSG00000124588 NQO2 gene_13950
ENSG00000170234 PWWP2A gene_13951
ENSG00000221296 MIR548T gene_13952
ENSG00000111335 OAS2 gene_13953
ENSG00000158290 CUL4B gene_13954
ENSG00000226933 NRBF2P2 gene_13955
ENSG00000179044 EXOC3L1 gene_13956
ENSG00000206818 RNU6-849P gene_13957
ENSG00000222693 RN7SKP120 gene_13958
ENSG00000265123 RN7SL200P gene_13959
ENSG00000154639 CXADR gene_13960
ENSG00000159023 EPB41 gene_13961
ENSG00000232621 C4BPAP2 gene_13962
ENSG00000227848 SUCLA2-AS1 gene_13963
ENSG00000223086 RNA5SP155 gene_13964
ENSG00000238609 RNU7-94P gene_13965
ENSG00000164713 BRI3 gene_13966
ENSG00000240873 RPS29P22 gene_13967
ENSG00000237676 RPL30P4 gene_13968
ENSG00000186654 PRR5 gene_13969
ENSG00000250569 NTAN1P2 gene_13970
ENSG00000159658 EFCAB14 gene_13971
ENSG00000198104 OR2T6 gene_13972
ENSG00000270191 BNIP3P31 gene_13973
ENSG00000199335 RNU6-204P gene_13974
ENSG00000177335 C8orf31 gene_13975
ENSG00000206531 CD200R1L gene_13976
ENSG00000261608 SLC25A1P4 gene_13977
ENSG00000235621 LINC00494 gene_13978
ENSG00000265456 MIR3672 gene_13979
ENSG00000266530 MIR4318 gene_13980
ENSG00000088888 MAVS gene_13981
ENSG00000270275 TRMT112P7 gene_13982
ENSG00000271378 C8orf59P2 gene_13983
ENSG00000272058 FAM231D gene_13984
ENSG00000185942 NKAIN3 gene_13985
ENSG00000197745 SCGB1D4 gene_13986
ENSG00000224160 CICP10 gene_13987
ENSG00000216817 R3HDM2P2 gene_13988
ENSG00000277422 REXO1L6P gene_13989
ENSG00000160973 FOXH1 gene_13990
ENSG00000254527 ENPP7P12 gene_13991
ENSG00000231546 RPL3P5 gene_13992
ENSG00000264387 MIR5007 gene_13993
ENSG00000269776 DPPA5P1 gene_13994
ENSG00000278359 MIR7155 gene_13995
ENSG00000207697 MIR573 gene_13996
ENSG00000231870 KRT17P3 gene_13997
ENSG00000101327 PDYN gene_13998
ENSG00000252833 RNA5SP186 gene_13999
ENSG00000179299 NSUN7 gene_14000
ENSG00000120899 PTK2B gene_14001
ENSG00000136842 TMOD1 gene_14002
ENSG00000207744 MIR10B gene_14003
ENSG00000123407 HOXC12 gene_14004
ENSG00000175730 BAK1P1 gene_14005
ENSG00000211679 IGLC3 gene_14006
ENSG00000182446 NPLOC4 gene_14007
ENSG00000019505 SYT13 gene_14008
ENSG00000235805 SOCS5P3 gene_14009
ENSG00000249197 OR10J9P gene_14010
ENSG00000180818 HOXC10 gene_14011
ENSG00000112200 ZNF451 gene_14012
ENSG00000168016 TRANK1 gene_14013
